"Title","Movie Release Year","Running Time","IMDb Rating","Genre","Format","Is TV Series","Release Year","Seen It","Front Cover"
"Knowing","2009","121 mins","6.2","Action; Drama; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Knowing20095226_f.jpg"
"Kong: Skull Island","2017","118 mins","6.7","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\KongSkullIsland201716731_f.jpg"
"Kronk's New Groove","2005","75 mins","5.8","Animation; Comedy; Family","Vudu","No","2005","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\KronksNewGroove200576008_f.jpg"
"Krull","1983","116 mins","6.1","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Krull198316525_f.jpg"
"Kubo And The Two Strings","2016","101 mins","7.7","Action; Adventure; Animation; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\KuboAndTheTwoStrings201675775_f.jpg"
"Kung Fu Panda","2008","92 mins","7.6","Action; Adventure; Animation; Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\KungFuPanda200875543_f.jpg"
"Kung Fu Panda 2","2011","90 mins","7.3","Action; Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\KungFuPanda2201173083_f.jpg"
"Kung Fu Panda 3","2016","95 mins","7.1","Action; Adventure; Animation; Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\KungFuPanda3201675689_f.jpg"
"Kung Fu Panda 4","2024","94 mins","6.3","Action; Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\KungFuPanda4202475789_f.jpg"
"The Ladies Man","1961","95 mins","6.3","Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLadiesMan196114138_f.jpg"
"Lady And The Tramp","1955","76 mins","7.3","Animation; Comedy; Family; Romance","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LadyAndTheTramp195576016_f.jpg"
"Lady And The Tramp 2: Scamp's Adventure","2001","69 mins","5.7","Animation; Drama; Family; Musical","Vudu","No","2003","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LadyAndTheTramp2Scamps38014_f.jpg"
"The Lady from Shanghai","1947","87 mins","7.5","Crime; Drama; Film Noir; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLadyfromShanghai194710197_f.png"
"The Lake House","2006","99 mins","6.8","Drama; Fantasy; Romance","Vudu","No","2006","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLakeHouse200616463_f.jpg"
"Lake Placid vs. Anaconda","2015","92 mins","3.2","Action; Adventure; Comedy; Horror; Science Fiction; Thriller","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LakePlacidvsAnaconda201594664_f.jpg"
"Lakeview Terrace","2008","110 mins","6.2","Crime; Drama; Thriller","DVD; Vudu","No","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LakeviewTerrace200814080_f.jpg"
"Land of the Lost","2009","102 mins","5.3","Action; Adventure; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LandoftheLost200914121_f.jpg"
"Land Of The Lost: Season 1","1974","391 mins","7.1","Adventure; Family; Fantasy; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LandOfTheLostSeason11950458_f.jpg"
"Land Of The Lost: Season 2","1975","390 mins","7.1","Adventure; Family; Fantasy; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LandOfTheLostSeason21950480_f.jpg"
"Land Of The Lost: Season 3","1976","390 mins","7.1","Adventure; Family; Fantasy; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LandOfTheLostSeason31950490_f.jpg"
"Lara Croft Tomb Raider: The Cradle of Life","2003","117 mins","5.5","Action; Adventure; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LaraCroftTombRaiderTheCr27694_f.jpg"
"Lara Croft: Tomb Raider","2001","100 mins","5.8","Action; Adventure; Fantasy; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LaraCroftTombRaider200125007_f.jpg"
"Lassie: 50th Television Anniversary Edition","1954","528 mins","6.6","Adventure; Drama; Family","DVD","Yes","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Lassie50thTelevisionAnnive44639_f.jpg"
"Last Action Hero","1993","131 mins","6.5","Action; Adventure; Comedy; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastActionHero199325051_f.jpg"
"The Last Detail","1973","104 mins","7.5","Comedy; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLastDetail197316542_f.jpg"
"The Last Dragon","1985","109 mins","6.8","Action; Comedy; Drama; Music; Sports","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLastDragon198543893_f.jpg"
"Last Knights","2015","115 mins","6.2","Action; Drama; History; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastKnights201557303_f.jpg"
"Last Man Standing: Season 1","2011","542 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason1260378_f.jpg"
"Last Man Standing: Season 2","2012","394 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason2260389_f.jpg"
"Last Man Standing: Season 3","2013","625 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason3260398_f.jpg"
"Last Man Standing: Season 4","2014","483 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason4260402_f.jpg"
"Last Man Standing: Season 5","2015","465 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason5260405_f.jpg"
"Last Man Standing: Season 6","2016","462 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason6260407_f.jpg"
"Last Man Standing: Season 7","2019","483 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason7260413_f.jpg"
"Last Man Standing: Season 8","2020","462 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason8260332_f.jpg"
"Last Man Standing: Season 9","2021","176 mins","7.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastManStandingSeason9260415_f.jpg"
"The Last of Us: Season 1","2023","521 mins","8.5","Action; Adventure; Drama; Horror; Science Fiction; Thriller","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLastofUsSeason1202350434_f.jpg"
"Last Scene Alive: An Aurora Teagarden Mystery","2018","85 mins","6.8","","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LastSceneAliveAnAuroraTe94774_f.jpg"
"The Last Stand","2013","107 mins","6.3","Action; Thriller; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLastStand20138875_f.jpg"
"The Last Waltz","1978","117 mins","8.1","Biography; Documentary; Music","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLastWaltz197813392_f.jpg"
"Law Abiding Citizen","2009","109 mins","7.4","Action; Crime; Drama; Thriller","Vudu","No","2010","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LawAbidingCitizen200916483_f.jpg"
"Lawless","2012","116 mins","7.2","Biography; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Lawless201293265_f.jpg"
"The League of Extraordinary Gentlemen","2003","110 mins","5.8","Action; Adventure; Fantasy; Science Fiction","Vudu","No","2003","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLeagueofExtraordinaryGe53401_f.jpg"
"Lean On Me","1989","104 mins","7.4","Drama; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LeanOnMe198925199_f.jpg"
"Leap Year","2010","100 mins","6.4","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LeapYear201060649_f.jpg"
"Left Behind","2014","110 mins","3.1","Action; Fantasy; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LeftBehind201463844_f.jpg"
"Left Behind","2000","96 mins","4.4","Adventure; Drama; Thriller","Vudu","No","2001","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LeftBehind200025079_f.jpg"
"Left Behind 2: Tribulation Force","2002","94 mins","4.8","Action; Drama; Family; Fantasy","Vudu","No","2002","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LeftBehind2TribulationFor25100_f.jpg"
"Left Behind: World At War","2005","95 mins","4.4","Drama; Family; Thriller","Vudu","No","2005","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LeftBehindWorldAtWar20066580_f.jpg"
"Legally Blonde","2001","96 mins","6.5","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegallyBlonde200125036_f.jpg"
"Legally Blonde 2: Red, White & Blonde","2003","95 mins","4.8","Comedy","Vudu","No","2003","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegallyBlonde2RedWhite27777_f.jpg"
"Legend of Frosty the Snowman","2005","75 mins","4.3","Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegendofFrostytheSnowman73129_f.jpg"
"The Legend of Zorro","2005","129 mins","6.0","Action; Adventure; Romance; Thriller; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLegendofZorro200514251_f.jpg"
"Legends of the Fall","1994","128 mins","7.5","Drama; Romance; War; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegendsoftheFall19948987_f.jpg"
"The Lego Batman Movie","2017","104 mins","7.3","Action; Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLegoBatmanMovie201775693_f.jpg"
"Lego Batman: The Movie - DC Superheroes Unite","2013","71 mins","6.4","Action; Adventure; Animation; Children; Family","Vudu","No","2013","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegoBatmanTheMovieDCSu66632_f.jpg"
"Lego DC Comics Super Heroes: Justice League Vs. Bizarro League","2015","49 mins","5.8","Action; Adventure; Animation; Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegoDCComicsSuperHeroesJ37693_f.jpg"
"The Lego Movie","2014","100 mins","7.7","Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","2014","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLegoMovieVUDU201478770_f.jpg"
"The Lego Movie 2: The Second Part","2019","107 mins","6.5","Action; Adventure; Animation; Comedy; Family; Fantasy; Musical; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLegoMovie2TheSecondP75787_f.jpg"
"The Lego Ninjago Movie","2017","101 mins","6.1","Action; Adventure; Animation; Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLegoNinjagoMovie201775700_f.jpg"
"Lego Scooby-Doo!: Haunted Hollywood","2016","75 mins","5.8","Adventure; Animation; Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegoScoobyDooHauntedHoll35382_f.jpg"
"Lego Star Wars: The Padawan Menace","2011","22 mins","7.0","Animation; Children; Family","Blu-ray","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegoStarWarsThePadawanMe41322_f.jpg"
"Lego: Adventures Of Clutch Powers","2000","78 mins","5.9","Action; Adventure; Animation; Family","Vudu","No","2010","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegoAdventuresOfClutchPow40862_f.jpg"
"Lego: Hero Planet: Savage Planet","2011","88 mins","0","Adventure; Animation; Children","DVD","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LegoHeroPlanetSavagePlan38029_f.jpg"
"Lemony Snicket's A Series of Unfortunate Events","2004","108 mins","6.8","Adventure; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LemonySnicketsASeriesofU14099_f.jpg"
"Lenny","1974","111 mins","7.5","Biography; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Lenny197416664_f.jpg"
"Leroy & Stitch","2006","73 mins","6.1","Adventure; Animation; Children","Vudu","No","2006","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LeroyStitch200641115_f.jpg"
"Lethal Weapon","1987","109 mins","7.6","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LethalWeapon198728143_f.jpg"
"Lethal Weapon 2","1989","114 mins","7.3","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LethalWeapon2198928159_f.jpg"
"Lethal Weapon 3","1992","118 mins","6.7","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LethalWeapon3199228167_f.jpg"
"Lethal Weapon 4","1998","127 mins","6.6","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LethalWeapon4199828173_f.jpg"
"Letters from Iwo Jima","2006","141 mins","7.8","Action; Adventure; Drama; History; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LettersfromIwoJima200616436_f.jpg"
"Liar Liar","1997","86 mins","6.9","Comedy; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LiarLiar199728710_f.jpg"
"Like Father Like Son","1987","100 mins","5.2","Comedy; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LikeFatherLikeSon198743759_f.jpg"
"Lilo & Stitch","2025","108 mins","6.7","Action; Adventure; Comedy; Drama; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LiloStitch202567060_f.jpg"
"Lilo & Stitch","2002","85 mins","7.4","Adventure; Animation; Comedy; Drama; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LiloStitch200272937_f.jpg"
"The Lion King","1994","88 mins","8.5","Adventure; Animation; Drama; Family; Fantasy; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLionKing199441167_f.jpg"
"The Lion King 1½","2004","77 mins","6.5","Adventure; Animation; Comedy; Family; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLionKing1200441186_f.jpg"
"The Lion King II: Simba's Pride","1998","81 mins","6.4","Adventure; Animation; Drama; Family; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLionKingIISimbasPrid41178_f.jpg"
"Lions for Lambs","2007","92 mins","6.2","Crime; Drama; Mystery; Thriller; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LionsforLambs200716684_f.jpg"
"The Little Colonel","1935","81 mins","7.0","Comedy; Family; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLittleColonel193513576_f.jpg"
"Little Fockers","2011","98 mins","5.5","Comedy","Vudu","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleFockers201178774_f.jpg"
"The Little Foxes","1941","116 mins","7.9","Drama; Romance","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLittleFoxes194193951_f.jpg"
"Little Heroes","1999","92 mins","4.9","Family","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHeroes19994760_f.jpg"
"Little House On The Prairie: Season 1","1974","1080 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81166_f.jpg"
"Little House On The Prairie: Season 2","1975","999 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS78987_f.jpg"
"Little House On The Prairie: Season 3","1976","1080 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81172_f.jpg"
"Little House On The Prairie: Season 4","1977","1080 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81173_f.jpg"
"Little House On The Prairie: Season 5","1978","1260 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81177_f.jpg"
"Little House On The Prairie: Season 6","1979","1200 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81180_f.jpg"
"Little House On The Prairie: Season 7","1980","1020 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81182_f.jpg"
"Little House On The Prairie: Season 8","1981","1080 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81184_f.jpg"
"Little House On The Prairie: Season 9","1974","1020 mins","7.5","Drama; Family; Romance; Western","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseOnThePrairieS81189_f.jpg"
"Little House on the Prairie: Specials","1974","180 mins","7.5","Drama; Family; Romance; Western","DVD","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleHouseonthePrairieS81316_f.jpg"
"The Little Mermaid","2023","135 mins","7.2","Adventure; Family; Fantasy; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLittleMermaid202372342_f.jpg"
"The Little Mermaid","1989","83 mins","7.6","Animation; Comedy; Family; Romance","Vudu","No","1999","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLittleMermaidVUDU19881364_f.jpg"
"The Little Mermaid II: Return To The Sea","2000","75 mins","5.5","Adventure; Animation; Family; Fantasy; Musical","Vudu","No","2000","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLittleMermaidIIReturn38062_f.jpg"
"Little Miss Marker","1934","80 mins","6.9","Adventure; Comedy; Drama; Music","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleMissMarker193414026_f.jpg"
"Little Nicky","2000","90 mins","5.3","Comedy; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleNicky200060171_f.jpg"
"Little Nikita","1988","98 mins","5.9","Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleNikita198837855_f.jpg"
"Little Shop of Horrors","1986","94 mins","7.1","Comedy; Horror; Musical; Romance; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittleShopofHorrors198637412_f.jpg"
"The Little Whirlwind","1941","8 mins","6.6","Animation; Comedy; Family; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLittleWhirlwind194116458_f.jpg"
"Littlest Light On The Christmas Tree","2004","45 mins","0","Family","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LittlestLightOnTheChristma34849_f.jpg"
"The Littlest Rebel","1935","73 mins","6.7","Comedy; Drama; Family; Musical; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLittlestRebel193516699_f.jpg"
"Live Die Repeat and Repeat","2000","","0","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LiveDieRepeatandRepeat2014114_f.jpg"
"Living It Up","1954","95 mins","6.5","Comedy; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LivingItUp19545837_f.jpg"
"Lock Up","1989","109 mins","6.4","Action; Adventure; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LockUp198928490_f.jpg"
"Logan","2017","137 mins","8.1","Action; Drama; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Logan201790312_f.jpg"
"London Has Fallen","2016","99 mins","5.9","Action; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LondonHasFallen201628409_f.jpg"
"Lone Survivor","2013","121 mins","7.5","Action; Biography; Drama; Thriller; War","Vudu","No","2014","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LoneSurvivorVUDU201340667_f.jpg"
"The Long Goodbye","1973","112 mins","7.5","Comedy; Crime; Drama; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLongGoodbye197324167_f.jpg"
"Long Lost Family (US): Season 1","2015","","8.1","Documentary; Drama","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LongLostFamilyUSSeason880627IG4_f.jpg"
"Long Lost Family (US): Season 2","2016","","8.1","Documentary; Drama","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LongLostFamilyUSSeason88071_f.jpg"
"Long Lost Family (US): Season 3","2016","","8.1","Documentary; Drama","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LongLostFamilyUSSeason88077QXWK_f.jpg"
"Long Lost Family (US): Season 4","2016","","8.1","Documentary; Drama","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LongLostFamilyUSSeason88078AGRS_f.jpg"
"Long Lost Family (US): Season 5","2016","","8.1","Documentary; Drama","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LongLostFamilyUSSeason88079TMEN_f.jpg"
"Long Lost Family (US): Season 6","2015","","8.1","Documentary; Drama","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LongLostFamilyUSSeason88081AIQN_f.jpg"
"The Long Riders","1980","100 mins","6.9","Biography; Crime; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLongRiders198024182_f.jpg"
"The Long Walk","2025","108 mins","6.8","Horror; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLongWalk202592022_f.jpg"
"The Longest Yard","1974","121 mins","7.1","Comedy; Crime; Drama; Sports","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLongestYard197463591_f.jpg"
"The Longshots","2008","94 mins","5.6","Biography; Comedy; Drama; Family; Sports","DVD","No","2008","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLongshots200821373_f.jpg"
"Look Who's Talking","1989","93 mins","6.0","Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LookWhosTalking198972681_f.jpg"
"Looking Glass","2018","103 mins","4.7","Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LookingGlass201863903_f.jpg"
"Looney Tunes: Back in Action","2003","91 mins","5.8","Adventure; Animation; Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LooneyTunesBackinAction6944539KA_f.jpg"
"Looney Tunes: Rabbits Run","2015","74 mins","5.7","Adventure; Animation; Comedy; Family; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LooneyTunesRabbitsRun20167334OZR2_f.jpg"
"The Looney, Looney, Looney Bugs Bunny Movie","1981","79 mins","7.1","Animation; Comedy; Crime; Family; Music; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLooneyLooneyLooneyBug69453A3B7_f.jpg"
"Looper","2012","119 mins","7.4","Action; Drama; Science Fiction; Thriller","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Looper201234760_f.jpg"
"The Lorax","2012","86 mins","6.4","Animation; Children; Family","Blu-ray","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLoraxVUDU201275926_f.jpg"
"The Lord of the Rings: The Fellowship of the Ring","2001","178 mins","8.9","Action; Adventure; Drama; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLordoftheRingsTheFel41146_f.jpg"
"The Lord of the Rings: The Two Towers","2002","179 mins","8.8","Action; Adventure; Drama; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLordoftheRingsTheTwo37553_f.jpg"
"The Lord of the Rings: The Return of the King","2003","201 mins","9.0","Action; Adventure; Drama; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLordoftheRingsTheRet41148_f.jpg"
"Lord Of War","2005","122 mins","7.6","Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LordOfWar200563649_f.jpg"
"Losin' It","1982","100 mins","5.0","Comedy; Drama","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LosinIt198221355_f.jpg"
"The Lost City","2022","92 mins","6.1","Action; Adventure; Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLostCity2022854_f.jpg"
"Lost Horizon","1937","132 mins","7.6","Adventure; Drama; Fantasy; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LostHorizon193724095_f.jpg"
"Lost in Space","1998","130 mins","5.2","Action; Adventure; Family; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LostinSpace19984967_f.jpg"
"Lost In Space: Season 1","1965","1421 mins","7.3","Adventure; Comedy; Family; Fantasy; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LostInSpaceSeason1196547620_f.jpg"
"Lost In Space: Season 2","1966","1800 mins","7.3","Adventure; Comedy; Family; Fantasy; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LostInSpaceSeason2196647636_f.jpg"
