"Title","Movie Release Year","Running Time","IMDb Rating","Genre","Format","Is TV Series","Release Year","Seen It","Front Cover"
"A Bone to Pick: An Aurora Teagarden Mystery","2015","1130 mins","6.6","Crime; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ABonetoPickAnAuroraTeag53365_f.jpg"
"Real Murders: An Aurora Teagarden Mystery","2015","120 mins","6.8","Crime; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\RealMurdersAnAuroraTeagar9053_f.jpg"
"The Julius House: An Aurora Teagarden Mystery","2016","120 mins","6.9","Crime; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheJuliusHouseAnAuroraTe9064_f.jpg"
"Three Bedrooms, One Corpse: An Aurora Teagarden Mystery","2016","84 mins","6.8","Crime; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThreeBedroomsOneCorpseAn9070_f.jpg"
"A Bundle of Trouble: An Aurora Teagarden Mystery","2017","90 mins","6.6","Crime; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ABundleofTroubleAnAurora9021_f.jpg"
"Dead Over Heels: An Aurora Teagarden Mystery","2017","84 mins","6.8","Crime; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DeadOverHeelsAnAuroraTea9044_f.jpg"
"Anaconda","1997","89 mins","4.9","Action; Adventure; Horror; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Anaconda19979594_f.jpg"
"Anaconda 3: Offspring","2008","91 mins","2.8","Action; Adventure; Horror; Science Fiction; Thriller","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Anaconda3Offspring200894631_f.jpg"
"Anacondas: The Hunt for the Blood Orchid","2004","97 mins","4.8","Action; Adventure; Horror; Thriller","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AnacondasTheHuntfortheBl94618_f.jpg"
"Anacondas: Trail of Blood","2009","89 mins","2.9","Action; Adventure; Horror; Science Fiction; Thriller","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AnacondasTrailofBlood20094651_f.jpg"
"Analyze That","2002","96 mins","5.9","Comedy; Crime","Vudu","No","2003","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AnalyzeThat20029304_f.jpg"
"Anatomy of a Murder","1959","161 mins","8.0","Drama; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AnatomyofaMurder19599605_f.jpg"
"Anchorman: The Legend of Ron Burgundy","2004","94 mins","7.1","Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AnchormanTheLegendofRonB63336_f.jpg"
"And Justice for All","1979","119 mins","7.4","Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AndJusticeforAll197910003_f.jpg"
"Angel And The Badman","1947","100 mins","6.8","Romance; Western","VHS","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngelAndTheBadman19475964_f.jpg"
"Angel Has Fallen","2019","121 mins","6.4","Action; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngelHasFallen201981914_f.jpg"
"Angel Wars: Guardian Force","2005","60 mins","0","Animation","DVD","No","2007","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngelWarsGuardianForce2084532_f.jpg"
"Angels & Demons","2009","138 mins","6.7","Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngelsDemons200957257_f.jpg"
"Angels In The Endzone","1997","87 mins","4.7","Comedy; Drama; Family; Fantasy","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngelsInTheEndzone19976047_f.jpg"
"Angels In The Infield","2000","93 mins","4.9","Comedy; Family; Fantasy; Science Fiction","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngelsInTheInfield20006026_f.jpg"
"Angels In The Outfield","1994","103 mins","6.2","Comedy; Drama; Family; Fantasy","DVD; Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngelsInTheOutfield199484220_f.jpg"
"Anger Management","2003","106 mins","6.3","Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AngerManagement200341414_f.jpg"
"The Angry Birds Movie","2016","194 mins","6.3","Action; Animation; Children; Comedy","Vudu","No","2016","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAngryBirdsMovie201684621_f.jpg"
"The Angry Birds Movie 2","2019","97 mins","6.4","Action; Adventure; Animation; Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAngryBirdsMovie2201987225_f.jpg"
"Anna","2019","118 mins","6.7","Action; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Anna201957345_f.jpg"
"Annabelle","2014","99 mins","5.5","Horror; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Annabelle201453577_f.jpg"
"Annie","1982","126 mins","6.6","Comedy; Drama; Family; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Annie198284164_f.jpg"
"Annihilation","2018","115 mins","6.8","Adventure; Drama; Horror; Mystery; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Annihilation201834562_f.jpg"
"Antitrust","2000","104 mins","6.1","Crime; Mystery; Thriller","Vudu","No","2001","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Antitrust200084819_f.jpg"
"Ant-Man","2015","117 mins","7.2","Action; Adventure; Comedy; Science Fiction","Vudu","No","2015","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AntMan201584783_f.jpg"
"Ant-Man And The Wasp","2018","118 mins","7.0","Action; Adventure; Comedy; Family; Fantasy; Romance; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AntManAndTheWasp201884127_f.jpg"
"Ant-Man and the Wasp: Quantumania","2023","124 mins","6.0","Action; Adventure; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AntManandtheWaspQuantuma84110_f.jpg"
"Anzio","1968","117 mins","6.0","Drama; History; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Anzio196810061_f.jpg"
"Apache Territory","1958","72 mins","5.7","Action; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ApacheTerritory195844262_f.jpg"
"The Apartment","1960","125 mins","8.3","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheApartment196012760_f.jpg"
"Apollo 13","1995","140 mins","7.7","Adventure; Drama; History","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Apollo1319956228_f.jpg"
"The Apple Dumpling Gang","1975","100 mins","6.4","Comedy; Family; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAppleDumplingGang19759324_f.jpg"
"The Apple Dumpling Gang Rides Again","1979","89 mins","6.0","Comedy; Family; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAppleDumplingGangRides9343_f.jpg"
"Aquamarine","2006","104 mins","5.5","Comedy; Family; Fantasy; Romance","DVD","No","2006","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Aquamarine200644458_f.jpg"
"Are We Done Yet?","2007","92 mins","4.3","Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AreWeDoneYet200737755_f.jpg"
"Argo","2012","120 mins","7.7","Drama; History; Thriller","Vudu","No","2013","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArgoVUDU201241061_f.jpg"
"Argylle","2024","139 mins","5.6","Action; Comedy; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Argylle202487098_f.jpg"
"The Aristocats","1970","79 mins","7.1","Animation; Family; Musical; Romance","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAristocats197084777_f.jpg"
"Arizona Raiders","1965","97 mins","5.9","Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArizonaRaiders196544217_f.jpg"
"Armed and Dangerous","1986","88 mins","5.7","Action; Comedy; Crime","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArmedandDangerous198644035_f.jpg"
"Army Of One","2016","92 mins","5.2","Biography; Comedy; Crime","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArmyOfOne201663784_f.jpg"
"Arrival","2016","116 mins","7.9","Drama; Science Fiction","Vudu","No","2017","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Arrival201670203_f.jpg"
"Arsenal","2017","92 mins","4.0","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Arsenal201763830_f.jpg"
"Arsenic and Old Lace","1943","118 mins","7.9","Comedy; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArsenicandOldLace194381830_f.jpg"
"Art School Confidential","2006","102 mins","6.3","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArtSchoolConfidential200612779_f.jpg"
"Arthur Christmas","2010","97 mins","7.1","Animation; Comedy; Family","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArthurChristmasVUDU201087050_f.jpg"
"Arthur the King","2024","107 mins","7.0","Adventure; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArthurtheKing202484279_f.jpg"
"Artists and Models","1955","109 mins","6.4","Comedy; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ArtistsandModels19555874_f.jpg"
"As Good as It Gets","1997","139 mins","7.7","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AsGoodasItGets199743855_f.jpg"
"Assassin's Creed","2016","115 mins","5.6","Action; Adventure; Drama; Fantasy; History; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AssassinsCreed201681757_f.jpg"
"Assault on Precinct 13","2005","109 mins","6.3","Action; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AssaultonPrecinct1320058838_f.jpg"
"Astro Boy","2009","94 mins","6.3","Action; Adventure; Animation; Comedy; Drama; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AstroBoy200963684_f.jpg"
"The A-Team: Season 2","1983","1121 mins","7.5","Action; Adventure; Crime","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheATeamSeason2198366997_f.jpg"
"The A-Team: Season 3","1985","1209 mins","7.5","Action; Adventure; Crime","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheATeamSeason3198567007_f.jpg"
"The A-Team: Season 5","1986","622 mins","7.5","Action; Adventure; Crime","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheATeamSeason5198667019_f.jpg"
"The A-Team: Season 4","1986","1126 mins","7.5","Action; Adventure; Crime","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheATeamSeason4198667012_f.jpg"
"The A-Team: Season 1","1983","702 mins","7.5","Action; Adventure; Crime","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheATeamSeason1198366983_f.jpg"
"Atlantis: The Lost Empire","2001","95 mins","6.9","Action; Adventure; Animation; Family; Fantasy; Science Fiction","Vudu","No","2002","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AtlantisTheLostEmpire20075682_f.jpg"
"Atomic Blonde","2017","115 mins","6.7","Action; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AtomicBlonde201760755_f.jpg"
"Attack","1956","107 mins","7.4","Action; Drama; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Attack195612796_f.jpg"
"August Rush","2007","114 mins","7.4","Drama; Music","Vudu","No","2008","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AugustRush20075489_f.jpg"
"Aurora Teagarden Mysteries: A Game of Cat and Mouse","2019","83 mins","7.1","","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AuroraTeagardenMysteriesA94751_f.jpg"
"Aurora Teagarden Mysteries: A Very Foul Play","2019","84 mins","7.0","","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AuroraTeagardenMysteriesA94744_f.jpg"
"Aurora Teagarden Mysteries: An Inheritance to Die For","2019","84 mins","7.0","","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AuroraTeagardenMysteriesAn94764_f.jpg"
"Aurora Teagarden Mysteries: Something New","2023","84 mins","6.2","Crime; Drama; Mystery; Thriller","","No","","No",""
"Austin Powers: International Man of Mystery","1997","94 mins","7.0","Adventure; Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AustinPowersInternationalM84305_f.jpg"
"Austin Powers: The Spy Who Shagged Me","1999","92 mins","6.7","Action; Comedy","Vudu","No","1999","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AustinPowersTheSpyWhoSha84829_f.jpg"
"Austin Powers: Goldmember","2002","95 mins","6.3","Action; Comedy","Vudu","No","2002","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AustinPowersGoldmemberVU84834_f.jpg"
"Avalon","1990","128 mins","7.2","Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Avalon199037920_f.jpg"
"Avanti!","1972","144 mins","7.1","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Avanti197212812_f.jpg"
"Avatar","2009","162 mins","7.9","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Avatar200981713_f.jpg"
"Avatar: The Way of Water","2022","192 mins","7.5","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AvatarTheWayofWater202287100_f.jpg"
"The Avengers","2012","143 mins","8.0","Action; Adventure; Science Fiction","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAvengersVUDU201284780_f.jpg"
"Avengers: Age Of Ultron","2015","141 mins","7.3","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AvengersAgeOfUltron201584375_f.jpg"
"Avengers: Endgame","2019","181 mins","8.4","Action; Adventure; Drama; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AvengersEndgame201984410_f.jpg"
"Avengers: Infinity War","2018","149 mins","8.4","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AvengersInfinityWar201884386_f.jpg"
"Average Joe","2024","100 mins","4.5","Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AverageJoe202487193_f.jpg"
"The Awful Truth","1937","90 mins","7.6","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAwfulTruth193710132_f.jpg"
"Baby Boom","1987","110 mins","6.3","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BabyBoom198712830_f.jpg"
"Babylon A.D.","2008","90 mins","5.5","Action; Adventure; Science Fiction; Thriller","Blu-ray","No","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BabylonAD20089174_f.jpg"
"Back to the Future","1985","116 mins","8.5","Adventure; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BacktotheFuture198584302_f.jpg"
"Back to the Future Part II","1989","108 mins","7.8","Adventure; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BacktotheFuturePartII1984294_f.jpg"
"Back to the Future Part III","1990","118 mins","7.5","Adventure; Comedy; Science Fiction; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BacktotheFuturePartIII184300_f.jpg"
"Backtrack","1990","116 mins","5.3","Action; Comedy; Crime; Drama; Romance; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Backtrack199056833_f.jpg"
"Bad Boys","1995","119 mins","6.8","Action; Comedy; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BadBoys199584521_f.jpg"
"Bad Boys II","2003","147 mins","6.6","Action; Comedy; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BadBoysII200331927_f.jpg"
"Bad Boys for Life","2020","124 mins","6.5","Action; Comedy; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BadBoysforLife202031936_f.jpg"
"Bad Boys: Ride Or Die","2024","115 mins","6.5","Action; Adventure; Comedy; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BadBoysRideOrDie202437544_f.jpg"
"The Bad Guys","2022","100 mins","6.9","Adventure; Animation; Comedy; Crime; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheBadGuys202284585_f.jpg"
"The Bad Guys 2","2025","104 mins","7.0","Action; Adventure; Animation; Comedy; Crime; Family; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheBadGuys2202587295_f.jpg"
"Bah Humduck!: A Looney Tunes Christmas","2006","46 mins","6.3","Adventure; Animation; Comedy; Drama; Family; Fantasy; Musical; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BahHumduckALooneyTunesC35259_f.jpg"
"Bailey's Billion$","2005","90 mins","4.1","Comedy; Family","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\BaileysBillion20055067_f.jpg"
